genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
"[28, 53]",926680,en,"Having taken control of a maximum security prison, a criminal mastermind faces off against a retired Black Ops agent who had been visiting his incarcerated son.",225.37,2023-04-11,Breakout,4.125,16
"[28, 12, 878]",640146,en,"Super-Hero partners Scott Lang and Hope van Dyne, along with with Hope's parents Janet van Dyne and Hank Pym, and Scott's daughter Cassie Lang, find themselves exploring the Quantum Realm, interacting with strange new creatures and embarking on an adventure that will push them beyond the limits of what they thought possible.",195.13,2023-02-15,Ant-Man and the Wasp: Quantumania,6.401,4199
"[16, 28, 878, 12]",1003581,en,"Until now, the Justice League has been a loose association of superpowered individuals. But when they are swept away to Warworld, a place of unending brutal gladiatorial combat, Batman, Superman, Wonder Woman and the others must somehow unite to form an unbeatable resistance able to lead an entire planet to freedom.",194.49,2023-07-25,Justice League: Warworld,7.3,186
"[28, 12, 878]",436270,en,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",212.579,2022-10-19,Black Adam,6.996,5592
"[16, 10751, 18, 35]",1022789,en,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",267.354,2024-06-13,Inside Out 2,0.0,0
"[28, 878, 80]",1116598,es,"In a near future, crimes and accidents have disappeared because it has become possible to call the past. However, the peace will be disturbed by a killer who seems to have found the one crack in the system.",206.238,2023-04-27,Control Zeta,2.0,1
"[9648, 53, 28, 18]",862552,en,"Unable to process the death of his daughter, Detective Boyd embarks on a hunt for a serial killer who murders according to a brutal tribal ritual: Muti. The only person who can help Boyd is Professor Mackles, an anthropologist who hides an unspeakable secret. The line between sanity and madness thins as Boyd goes deeper into the killer’s world.",205.914,2023-03-09,The Ritual Killer,6.11,195
"[16, 35, 10751, 14]",568124,en,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",203.367,2021-10-13,Encanto,7.623,8764
"[18, 28]",677179,en,"After dominating the boxing world, Adonis Creed has thrived in his career and family life. When a childhood friend and former boxing prodigy, Damian Anderson, resurfaces after serving a long sentence in prison, he is eager to prove that he deserves his shot in the ring. The face-off between former friends is more than just a fight. To settle the score, Adonis must put his future on the line to battle Damian — a fighter with nothing to lose.",198.152,2023-03-01,Creed III,7.181,2082
"[53, 28, 80]",156022,en,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",198.003,2014-09-24,The Equalizer,7.258,8333
"[28, 18, 80, 35]",1077600,ja,"Chisato and Mahiro were banned from performing tasks because they violated the organization's rules?! Needing money to make ends meet, they resumed their days as part time workers. The two are busy working to earn money, but they suddenly encounter other assassins who are after them. What should they do if they can't reveal their identity as assassins when they are not on duty?",197.982,2023-03-24,Baby Assassins 2 Babies,6.8,10
"[28, 12, 878]",131634,en,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",197.971,2015-11-18,The Hunger Games: Mockingjay - Part 2,6.889,11672
"[9648, 53, 80]",945729,en,"Celebrated sleuth Hercule Poirot, now retired and living in self-imposed exile in Venice, reluctantly attends a Halloween séance at a decaying, haunted palazzo. When one of the guests is murdered, the detective is thrust into a sinister world of shadows and secrets.",197.721,2023-09-13,A Haunting in Venice,6.808,1164
"[28, 12, 878]",640146,en,"Super-Hero partners Scott Lang and Hope van Dyne, along with with Hope's parents Janet van Dyne and Hank Pym, and Scott's daughter Cassie Lang, find themselves exploring the Quantum Realm, interacting with strange new creatures and embarking on an adventure that will push them beyond the limits of what they thought possible.",195.13,2023-02-15,Ant-Man and the Wasp: Quantumania,6.401,4199
"[16, 28, 878, 12]",1003581,en,"Until now, the Justice League has been a loose association of superpowered individuals. But when they are swept away to Warworld, a place of unending brutal gladiatorial combat, Batman, Superman, Wonder Woman and the others must somehow unite to form an unbeatable resistance able to lead an entire planet to freedom.",194.49,2023-07-25,Justice League: Warworld,7.3,186
"[53, 28]",724209,en,An intelligence operative for a shadowy global peacekeeping agency races to stop a hacker from stealing its most valuable — and dangerous — weapon.,193.788,2023-08-09,Heart of Stone,6.884,1321
"[53, 27]",1145881,en,"A woman is plagued by nightmares about traveling to a dark realm and a demonic entity that awaits her arrival. With the help of a friend, she consults a dream interpreter to end the nightmares, only to find that no one is who they seem and the real horror is about to begin.",192.875,2023-10-27,Bring Her to Me,3.8,5
"[12, 878, 28]",299534,en,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",190.653,2019-04-24,Avengers: Endgame,8.26,24076
"[10751, 35]",34672,en,"Ray and Sal, two orphaned sisters, adopt and hide a Great Dane puppy from their two adopted parents living in a luxury downtown New York apartment that expressely forbids dogs.",190.254,2004-10-21,Chestnut: Hero of Central Park,7.235,189
"[53, 9648]",852436,fr,"Alone in the mountains of Switzerland, Anne discovers that her isolated chalet is on surveillance and has been bugged. Caught up by her former life as an intelligence secret agent and an affair with her handler, Anne can only count on herself to get out alive.",190.021,2023-03-08,Let Her Kill You,6.515,99
"[35, 10749]",884605,en,"On the brink of losing her childhood home, Maddie discovers an intriguing job listing: wealthy helicopter parents looking for someone to “date” their introverted 19-year-old son, Percy, before he leaves for college. To her surprise, Maddie soon discovers the awkward Percy is no sure thing.",189.743,2023-06-15,No Hard Feelings,7.102,1748
"[53, 35, 18]",870518,en,"Confined to a claustrophobic hotel room, the heir to a hotel empire and the dominatrix who has primed him for success become locked in a battle of wits and wills as he tries to end his relationship with her.",188.377,2023-04-06,Sanctuary,6.1,98
"[10749, 18]",716814,fi,The idyllic and secluded Finnish archipelago. The pandemic soars across the world. Elli’s world trembles as her husband’s old friend arrives at the island.,188.148,2022-04-01,The Wait,6.1,20
"[53, 27]",289559,en,"Four teenagers go looking for a legendary haunted house that gives you money back for every floor you can complete. Once finding it, they realize the house is much more terrifying than a normal Halloween attraction - the house knows each of their secrets and one by one uses them against the teens.",187.451,2016-10-21,House of Purgatory,3.563,24
"[28, 16]",116776,ja,"Master Roshi has succeeded at the one mission he valued most: to train Goku and Krillin to become ultimate fighters. So, he arranges for them to test their mettle at a competition hosted by Emperor Chiaotzu. Not everyone's playing by the rules, however, as a member of the ruler's household schemes to use the Dragonballs to extort money and power from the royal.",186.662,1988-07-09,Dragon Ball: Mystical Adventure,6.771,218
"[16, 28, 80, 9648]",1047041,ja,The 26th movie entry in the “Detective Conan” franchise.,185.311,2023-04-14,Detective Conan: Black Iron Submarine,6.6,46
"[12, 28, 878]",507086,en,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators ona planet they now share with history's most fearsome creatures.",184.564,2022-06-01,Jurassic World Dominion,6.773,5319
"[28, 53]",697843,en,"Tasked with extracting a family who is at the mercy of a Georgian gangster, Tyler Rake infiltrates one of the world's deadliest prisons in order to save them. But when the extraction gets hot, and the gangster dies in the heat of battle, his equally ruthless brother tracks down Rake and his team to Vienna, in order to get revenge.",184.114,2023-06-09,Extraction 2,7.478,1937
"[28, 53]",1171541,en,"When an international terrorist cult threatens global political stability and kidnaps a fellow agent, Ace Sniper Brandon Beckett and the newly-formed Global Response & Intelligence Team – or G.R.I.T. – led by Colonel Stone must travel across the world to Malta, infiltrate the cult, and take out its leader to free Lady Death and stop the global threat.",183.748,2023-09-26,Sniper: G.R.I.T. - Global Response & Intelligence Team,6.888,85
"[878, 28, 18]",842675,zh,"Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death.",183.691,2023-01-22,The Wandering Earth II,7.2,395
