genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
[18],1172940,en,A newly-single woman embarks on a quest to become more sexually adventurous and falls for a charming stranger.,31.536,2023-11-20,Christmas Party,0.0,0
"[27, 35]",214597,en,"By day Gerri Dandridge is a sexy professor, but by night she transforms into a real-life vampire with an unquenchable thirst for human blood. When a group of high school students travel abroad to study in Romania, they find themselves ensnared in her chilling web of lust and terror. Charlie and 'Evil' Ed must stop Gerri from drinking and bathing in the blood of a 'new moon virgin', who just so happens to be Charlie’s ex-girlfriend.",17.633,2013-08-31,Fright Night 2: New Blood,4.891,261
"[53, 80, 18]",2116,en,"Matt Lee Whitlock, respected chief of police in small Banyan Key, Florida, must solve a vicious double homicide before he himself falls under suspicion. Matt Lee has to stay a few steps ahead of his own police force and everyone he's trusted in order to find out the truth.",20.08,2003-10-03,Out of Time,6.311,1056
"[16, 10751, 12, 18, 14]",25741,fi,"A reindeer boy named Niko dreams about flying like his father, whom he has never met. Despite constant mocking from others, he sneaks out of his home valley to take flying lessons from Julius, a flying squirrel.",17.38,2008-09-22,The Flight Before Christmas,5.7,131
[35],104859,en,"A comedy that follows two high school students -- one overachiever struggling to write his valedictorian speech, the other a senior now going on his 15th year of school.",19.381,2012-07-03,Mac & Devin Go to High School,6.468,395
"[16, 12, 35, 10751, 14]",681303,de,"Violetta (337), a curious and cheeky fairy, gets lost in the human world. To find her way back to the fairy world, she teams up with the human girl Maxie (12) and discovers her true destiny.",22.915,2022-10-13,My Fairy Troublemaker,7.4,33
"[35, 27]",419479,en,"When Cole stays up past his bedtime, he discovers that his hot babysitter is part of a Satanic cult that will stop at nothing to keep him quiet.",22.884,2017-10-13,The Babysitter,6.122,3352
"[12, 18, 36]",169881,en,"England, 1021. Rob Cole, a boy born in a miserable mining town, swears to become a physician and vanquish disease and death. His harsh path of many years, a quest for knowledge besieged by countless challenges and sacrifices, leads him to the remote Isfahan, in Persia, where he meets Ibn Sina, the greatest healer of his time.",17.131,2013-12-25,The Physician,7.328,997
"[12, 18, 10749, 37]",11259,en,"A young man leaves Ireland with his landlord's daughter after some trouble with her father, and they dream of owning land at the big giveaway in Oklahoma ca. 1893. When they get to the new land, they find jobs and begin saving money. The man becomes a local barehands boxer, and rides in glory until he is beaten, then his employers steal all the couple's money and they must fight off starvation in the winter, and try to keep their dream of owning land alive. Meanwhile, the woman's parents find out where she has gone and have come to America to find her and take her back.",21.727,1992-05-22,Far and Away,6.736,1104
"[878, 12, 28]",2135,en,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds mankind divided into two warring races.",26.777,2002-03-04,The Time Machine,6.225,2083
[35],1186774,es,,25.664,2023-10-03,Reunión 10 años – No se aceptan devoluciones,7.714,21
[27],82990,en,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",23.829,2012-10-17,Paranormal Activity 4,5.402,1760
"[27, 878]",10344,en,"Martin Brundle, born of the human/fly, is adopted by his father's place of employment (Bartok Inc.) while the employees simply wait for his mutant chromosomes to come out of their dormant state.",18.075,1989-02-10,The Fly II,5.54,566
"[27, 35]",10012,en,"In Los Angeles, siblings Ellie and Jimmy come across an accident on Mulholland Drive. As they try to help the woman caught in the wreckage, a ferocious creature attacks them, devouring the woman and scratching the terrified siblings. They slowly discover that the creature was a werewolf and that they have fallen victim to a deadly curse.",19.626,2005-02-25,Cursed,5.432,642
"[28, 18, 53]",4689,ko,"A deaf man and his girlfriend resort to desperate measures in order to fund a kidney transplant for his sister. Things go horribly wrong, and the situation spirals rapidly into a cycle of violence and revenge.",16.525,2002-03-29,Sympathy for Mr. Vengeance,7.478,1306
[99],961651,en,"Join our hosts JB Smoove and Martin Starr for a celebration of 20 years of Spider-Man™ movies!  From the original Sam Raimi trilogy to Marc Webb’s “amazing” movies to the latest trio from Director Jon Watts, we will take viewers through the stars, the stunts and action, the villains and heroes and an homage to Stan Lee, along with a few surprises. Find your favourite Spider-Man pajamas and prepare to swing through the past two decades of Spider-Man at the movies!",24.897,2022-05-03,Spider-Man: All Roads Lead to No Way Home,6.871,58
"[16, 28, 35, 9648, 80, 14]",483455,ja,"A large scale catastrophe is occurring across the planet. Ability users are discovered after the appearance of a mysterious fog, apparently having committed suicide, so the Armed Detective Agency sets out to investigate these mysterious deaths. The case seems to involve an unknown ability user referred to as ""Collector,"" a man who could be the mastermind behind the incident. Trust and courage are put to the test in order to save the city of Yokohama and ability users across the world from the grip of Collector where the Armed Detective Agency forms an unlikely partnership with the dangerous Port Mafia.",18.082,2018-03-03,Bungo Stray Dogs: Dead Apple,8.235,133
"[16, 28, 878, 12]",12180,en,"As the Clone Wars sweep through the galaxy, the heroic Jedi Knights struggle to maintain order and restore peace. More and more systems are falling prey to the forces of the dark side as the Galactic Republic slips further and further under the sway of the Separatists and their never-ending droid army. Anakin Skywalker and his Padawan learner Ahsoka Tano find themselves on a mission with far-reaching consequences, one that brings them face-to-face with crime lord Jabba the Hutt. But Count Dooku and his sinister agents, including the nefarious Asajj Ventress, will stop at nothing to ensure that Anakin and Ahsoka fail at their quest. Meanwhile, on the front lines of the Clone Wars, Obi-Wan Kenobi and Master Yoda lead the massive clone army in a valiant effort to resist the forces of the dark side...",22.633,2008-08-05,Star Wars: The Clone Wars,6.117,1853
"[53, 9648]",11460,en,"A woman is kidnapped by a stranger on a routine flight. Threatened by the potential murder of her father, she is pulled into a plot to assist her captor in offing a politician.",22.631,2005-08-19,Red Eye,6.382,1816
[28],9569,en,"Mason Storm, a 'go it alone' cop, is gunned down at home. The intruders kill his wife, and think they've killed both Mason and his son too. Mason is secretly taken to a hospital where he spends several years in a coma. His son meanwhile is growing up thinking his father is dead. When Mason wakes up, everyone is in danger - himself, his son, his best friend, his nurse - but most of all those who arranged for his death",22.621,1990-02-09,Hard to Kill,5.993,556
"[80, 18]",2742,en,"Blank-faced bug killer Bill Lee and his dead-eyed wife, Joan, like to get high on Bill's pest poisons while lounging with Beat poet pals. After meeting the devilish Dr. Benway, Bill gets a drug made from a centipede. Upon indulging, he accidentally kills Joan, takes orders from his typewriter-turned-cockroach, ends up in a constantly mutating Mediterranean city and learns that his hip friends have published his work -- which he doesn't remember writing.",22.621,1991-12-27,Naked Lunch,7.013,957
"[80, 18]",10673,en,"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider whom takes the youth under his wing.",22.618,1987-12-10,Wall Street,7.175,1868
"[28, 35, 53, 9648]",270774,en,A detective from Hong Kong teams up with an American gambler to battle against a notorious Chinese criminal.,22.613,2016-07-21,Skiptrace,5.678,623
[35],828853,en,"Through outrageous, never-before-seen footage, witness the making of the Jackass crew's last go at wild stunts.",22.61,2022-05-20,Jackass 4.5,6.497,293
"[878, 28, 12, 10751]",438590,en,The life of a teenage boy is forever altered by a chance encounter with cutting edge military technology.,22.61,2018-08-23,A-X-L,6.306,1115
"[12, 10751, 14, 10402]",24961,en,"Dorothy Gale, a shy kindergarten teacher, is swept away to the magic land of Oz where she embarks on a quest to return home.",22.608,1978-10-24,The Wiz,6.0,226
[18],18148,ja,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",22.605,1953-11-03,Tokyo Story,8.181,939
"[35, 18, 878]",10328,en,"When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor.",22.605,1985-06-21,Cocoon,6.606,1167
"[27, 35]",607383,en,"To celebrate their graduation, the teenagers from Valley Hills High School have organized an ’80s-themed party at the old Wet Valley water park. Things turn gruesome when it's revealed that a mysterious maniac has inserted giant razor blades into one of the water slides. The water park thus becomes the backdrop for a bloodbath (literally), and everyone is a suspect...",22.604,2019-07-29,Aquaslash,4.182,146
"[28, 12]",9103,en,"Ghang-gheng, the ancient winner-take-all competition in which the deadliest fighters from around the world employ the most spectacular feats of martial arts skills ever displayed in order to win the prized Golden Dragon. But fighting prowess alone will not be enough for Chris to triumph over such daunting foes.",22.603,1996-04-19,The Quest,6.112,636
"[27, 18, 12]",480105,en,"Four teenage girls go on a diving adventure to explore a submerged Mayan city. Once inside, their rush of excitement turns into a jolt of terror as they discover the sunken ruins are a hunting ground for deadly great white sharks. With their air supply steadily dwindling, the friends must navigate the underwater labyrinth of claustrophobic caves and eerie tunnels in search of a way out of their watery hell.",22.601,2019-08-15,47 Meters Down: Uncaged,5.715,1295
"[35, 18, 10751, 14, 10770]",21481,en,"Twins separated at birth, Camryn and Alex meet by chance for the first time on their 21st birthday and discover they're witches with the power to save their homeland of Coventry from the evil that threatens it. But when Camryn leaves Alex to face the darkness alone, will Coventry be doomed? Or will the sisters multiply their magic by standing together?",22.599,2005-10-14,Twitches,6.8,479
"[35, 53, 18]",10843,en,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho whom he met that evening at a coffee shop.,22.594,1985-08-16,After Hours,7.5,1292
"[28, 12]",718444,en,"Battle-hardened O’Hara leads a lively mercenary team of soldiers on a daring mission: rescue hostages from their captors in remote Africa. But as the mission goes awry and the team is stranded, O’Hara’s squad must face a bloody, brutal encounter with a gang of rebels.",22.589,2020-08-20,Rogue,5.616,643
"[10751, 28]",626393,en,"Two siblings who discover their seemingly normal mom is a former thief in witness protection. Mom is forced to pull one last job, and the kids team up to rescue her over the course of an action-packed night.",22.589,2020-08-21,The Sleepover,6.401,374
[18],10774,en,"When veteran anchorman Howard Beale is forced to retire his 25-year post because of his age, he announces to viewers that he will kill himself during his farewell broadcast. Network executives rethink their decision when his fanatical tirade results in a spike in ratings.",22.589,1976-11-14,Network,7.823,1538
"[9648, 878, 53]",846,en,"Mulder and Scully, now taken off the FBI's X Files cases, must find a way to fight the shadowy elements of the government to find out the truth about a conspiracy that might mean the alien colonization of Earth.",22.586,1998-06-19,The X Files,6.842,1472
"[37, 28, 18, 12, 10749]",2055,en,A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.,21.617,2003-08-29,Open Range,7.2,954
"[10751, 35]",10992,en,"When a professor develops a vaccine that eliminates human allergies to dogs, he unwittingly upsets the fragile balance of power between cats and dogs and touches off an epic battle for pet supremacy. The fur flies as the feline faction, led by Mr. Tinkles, squares off against wide-eyed puppy Lou and his canine cohorts.",23.517,2001-07-04,Cats & Dogs,5.378,1515
"[18, 53]",1034662,tl,"Liezl, an ambitious agent, learns that her colleague, Susanah, uses her body to sell condo units; so she imitates her scheme. When the tables turn, Liezl begins to face her punishments one by one.",24.816,2022-11-11,Showroom,5.2,5
"[18, 10749]",38167,en,"Liz Gilbert had everything a modern woman is supposed to dream of having – a husband, a house and a successful career – yet like so many others, she found herself lost, confused and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy, the power of prayer in India and, finally and unexpectedly, the inner peace and balance of true love in Bali.",23.868,2010-08-12,Eat Pray Love,6.2,2283
"[18, 53]",10734,en,"San Francisco Bay, January 18, 1960. Frank Lee Morris is transferred to Alcatraz, a maximum security prison located on a rocky island. Although no one has ever managed to escape from there, Frank and other inmates begin to carefully prepare an escape plan.",23.615,1979-06-22,Escape from Alcatraz,7.523,2564
"[16, 18, 10751]",13205,en,"Return to the forest and join Bambi as he reunites with his father, The Great Prince, who must now raise the young fawn on his own. But in the adventure of a lifetime, the proud parent discovers there is much he can learn from his spirited young son.",26.867,2006-01-26,Bambi II,6.47,908
[99],1202216,uk,"Yarema Malashchuk and Roman Khimei work with staged images that show their own bodies in the landscape of the Carpathian Mountains. Lying still in unnatural positions, dressed in trekking clothes, they seem to ask us: who is depicted on the screen?",15.724,2023-11-18,The Wanderer,0.0,0
"[28, 12]",188207,en,"In Ancient Greece 1200 B.C., a queen succumbs to the lust of Zeus to bear a son promised to overthrow the tyrannical rule of the king and restore peace to a land in hardship. But this prince, Hercules, knows nothing of his real identity or his destiny. He desires only one thing: the love of Hebe, Princess of Crete, who has been promised to his own brother. When Hercules learns of his greater purpose, he must choose: to flee with his true love or to fulfill his destiny and become the true hero of his time. The story behind one of the greatest myths is revealed in this action-packed epic - a tale of love, sacrifice and the strength of the human spirit.",20.868,2014-01-10,The Legend of Hercules,4.778,1242
"[10752, 18, 28, 53]",3536,en,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.",20.865,2000-04-20,U-571,6.465,1100
"[18, 10752]",143,en,"A young soldier faces profound disillusionment in the soul-destroying horror of World War I. Together with several other young German soldiers, he experiences the horrors of war, such evil of which he had not conceived of when signing up to fight. They eventually become sad, tormented, and confused of their purpose.",31.388,1930-04-29,All Quiet on the Western Front,7.747,706
"[18, 53, 9648]",412520,fr,"Set in London's world of high class call girls, Amoureux Solitaires tells the story of London based French escort Virginie, and Rupert, a man who rescues trafficked girls.",28.869,2016-12-07,Sex Doll,5.807,132
"[35, 28, 12]",9760,en,"When Edward, Peter, Lucy and Susan each follow their own path, they end up finding themselves at Willy's Chocolate factory. Walking through a wardrobe, they discover the world of Gnarnia, which is ruled by the White Bitch. Meeting up with characters such as Harry Potter and Captain Jack Swallows, the newly reunited family must team up with Aslo, a wise-but-horny lion to stop the white bitch's army.",22.865,2007-01-25,Epic Movie,3.891,1430
"[18, 10749]",152599,en,1921 New York. An immigrant woman is tricked into a life of burlesque and vaudeville until a dazzling magician tries to save her and reunite her with her sister who is being held in the confines of Ellis Island.,15.866,2013-11-27,The Immigrant,6.306,771
"[878, 28, 12]",8536,en,"Three escaped criminals from the planet Krypton test the Man of Steel's mettle. Led by General Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who attempts to make himself human in order to get closer to Lois, realizes he has a responsibility to save the planet.",31.062,1980-12-04,Superman II,6.732,2085
"[27, 53]",826753,en,"Remy, a seemingly naive and devout young woman, finds herself cast out from her religious cult. With no place to turn, she immerses herself into the underground world of truck stop sex workers. Under the watchful eye of their matriarch and an enigmatic local lawman, Remy navigates between her strained belief system and the code to find her true calling in life.",29.802,2023-01-06,Candy Land,6.161,96
"[53, 80, 28]",497814,en,"Shaun Russell takes her son and daughter on a weekend getaway to her late father's secluded, high-tech vacation home in the countryside. The family soon gets an unwelcome surprise when four men break into the house to find hidden money. After managing to escape, Shaun must now figure out a way to turn the tables on the desperate thieves and save her captive children.",16.37,2018-05-05,Breaking In,5.975,615
[27],11298,en,"After a bizarre and near fatal encounter with a serial killer, a newswoman is sent to a rehabilitation center whose inhabitants may not be what they seem.",18.862,1981-01-21,The Howling,6.57,682
[37],618162,en,"Gunning for revenge, outlaw Nat Love saddles up with his gang to take down enemy Rufus Buck, a ruthless crime boss who just got sprung from prison.",28.085,2021-10-22,The Harder They Fall,6.673,952
"[10752, 18, 36]",475094,de,"Germany, 1945. Soldier Willi Herold, a deserter of the German army, stumbles into a uniform of Nazi captain abandoned during the last and desperate weeks of the Third Reich. Newly emboldened by the allure of a suit that he has stolen only to stay warm, Willi discovers that many Germans will follow the leader, whoever he is.",15.369,2018-02-02,The Captain,7.188,383
[18],979210,de,"Mother and daughter, both from the GDR: one experienced it, the other did not. Tamara was born in 1990. Like many of the post-reunification generation, she left her homeland and only comes to visit for her milestone birthday. But everything that seemed secure crumbles within a few days: Tamara (Linda Pöppel) and her mother Barbara (Lina Wendel) are left. The two struggle to maintain their relationship, which cannot be detached from the social developments in which the family was born, grew and disintegrated. Now Tamara must face what she has been running away from: her own history.",23.913,2023-11-19,Tamara,0.0,0
"[12, 28, 53]",10586,en,"Sir Robert Beaumont is behind schedule on a railroad in Africa. Enlisting noted engineer John Henry Patterson to right the ship, Beaumont expects results. Everything seems great until the crew discovers the mutilated corpse of the project's foreman, seemingly killed by a lion. After several more attacks, Patterson calls in famed hunter Charles Remington, who has finally met his match in the bloodthirsty lions.",20.56,1996-10-11,The Ghost and the Darkness,6.748,916
[18],1051547,es,"Diego, a Venezuelan urbanist, and Elena, a contemporary dancer from Barcelona, move to the United States with their approved visas to start a new life. Their intention is to boost their professional careers and start a family in 'the land of opportunities'. But upon entering New York airport's immigration area, they are taken to the secondary inspection room, where border officers will subject them to an unpleasant inspection process and a psychologically grueling interrogation.",26.803,2023-06-16,Upon Entry,6.7,19
"[28, 53]",59961,en,"A dangerous CIA renegade resurfaces after a decade on the run. When the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead.",20.462,2012-02-08,Safe House,6.449,3325
[],1201900,es,"Abel Pintos invites us to a night filled with his biggest hits, as well as many other songs he'll perform for the first time live, in a one-of-a-kind show at the Velez Sarsfield stadium.",15.469,2023-11-18,Abel Pintos | Amores y Rarezas,0.0,0
"[12, 18, 36]",739986,en,"When the tenacious young sailor Jessica Watson sets out to be the youngest person to sail solo, nonstop and unassisted around the world, many expect her to fail. With the support of her sailing coach and mentor Ben Bryant and her parents, Jessica is determined to accomplish what was thought to be impossible, navigating some of the world’s most challenging stretches of ocean over the course of 210 days.",19.424,2023-01-26,True Spirit,7.023,171
"[10751, 16, 28, 12, 14, 878]",16808,ja,"On their way through the Battle Frontier, Ash and friends meet up with a Pokémon Ranger who's mission is to deliever the egg of Manaphy to a temple on the ocean's floor. However, a greedy pirate wants the power of Manaphy to himself.",23.86,2006-07-15,Pokémon Ranger and the Temple of the Sea,6.516,188
"[35, 10749]",763152,es,Multiple stories about the oscillating world of couple relationships and how difficult it can be to separate sex from love.,24.88,2021-07-30,More the Merrier,6.749,404
"[18, 53]",408381,en,A mother and her son plan a surprise visit to Los Angeles to see her husband/his father. Halfway there they get into a terrible accident in the middle of nowhere and now must fight to survive.,19.363,2016-05-12,Monolith,5.334,349
"[28, 35, 53, 9648]",270774,en,A detective from Hong Kong teams up with an American gambler to battle against a notorious Chinese criminal.,22.613,2016-07-21,Skiptrace,5.678,623
"[80, 18, 28, 53]",82682,en,"Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O’Mara and Jerry Wooters who come together to try to tear Cohen’s world apart.",19.06,2013-01-09,Gangster Squad,6.358,3820
"[80, 18, 10749, 53]",22160,en,"She was a beautiful fugitive. Fleeing from corruption. From power. He was a professional athlete past his prime. Hired to find her, he grew to love her. Love turned to obsession. Obsession turned to murder. And now the price of freedom might be nothing less than their lives.",21.607,1984-03-02,Against All Odds,5.732,181
"[35, 10751]",19724,en,"A financial executive who can't stop his career downspiral is invited into his daughter's imaginary world, where solutions to his problems await.",17.359,2009-06-19,Imagine That,5.918,534
"[16, 14, 28]",620249,zh,"When cat spirit Luo Xiaohei's home is deforested by humans, he must find a new one. He runs into a group of other spirit creatures who take him under their wing with dreams of reconquering the land they say is rightfully theirs. However, they run into a human known as Wuxian who separates Luo Xiaohei from the other spirits and the two go on a journey, with the cat spirit learning to control his abilities as well as forming his own thoughts on whether or not he should ally with the spirits or the humans.",17.617,2019-08-27,The Legend of Hei,8.41,310
"[27, 18]",11075,ja,"Seven years after the death of his wife, widower Shigeharu seeks advice on how to find a new wife from a colleague. Taking advantage of their position as a film company, they stage an audition. Interviewing a series of women, Shigeharu is enchanted by the quiet Asami. But soon things take a twisted turn as Asami isn’t what she seems to be.",24.106,1999-10-06,Audition,7.099,1379
"[12, 28, 35, 53]",8697,cn,"A group of covert CIA operatives trailing a potential new energy source are double-crossed by corrupt agent Morgan, who causes a helicopter crash in remote South Africa. The sole survivor, suffering severe amnesia, is nursed to recovery by a kindly native tribe who call him ""Whoami"" after the question he keeps asking. With the help of a mysterious reporter Christine, Whoami pieces together his past and tracks the turncoat agent and his criminal cohorts.",24.606,1998-01-17,Who Am I?,7.109,789
"[53, 80]",320,en,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,26.906,2002-05-24,Insomnia,6.934,4357
"[12, 16, 35, 10751, 14, 10402]",12903,en,"Scooby-Doo and Shaggy must go into the underworld ruled by The Goblin King in order to stop a mortal named The Amazing Krudsky who wants power and is a threat to their pals: Fred, Velma, and Daphne.",19.606,2008-09-23,Scooby-Doo! and the Goblin King,7.8,230
[18],18148,ja,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",22.605,1953-11-03,Tokyo Story,8.181,939
"[35, 28, 37]",37748,es,"Almería, Tabernas desert, Spain, 2002. Texas Hollywood is a dilapidated and dusty town where Western movies have not been shot for decades. Julián Torralba and his partners, veteran film stuntmen, survive there, recreating pathetic action scenes for the pleasure of the few foreign tourists who visit the isolated region.",17.345,2002-10-18,800 Bullets,5.904,83
"[16, 10751, 12, 14]",995133,en,"The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy’s search for home.",30.862,2022-12-25,"The Boy, the Mole, the Fox and the Horse",8.375,417
"[18, 10749, 80]",1280,ko,"A young man, whose only possession is a motorcycle, spends his time riding around the city looking for empty apartments. After finding one, he hangs out for a while, fixing himself something to eat, washing laundry or making small repairs in return. He always tries to leave before the owners get back but in one ostensibly empty mansion he meets the abused wife of a rich man and she escapes with him.",22.488,2004-10-15,3-Iron,7.794,1050
"[80, 9648, 53]",2118,en,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,22.484,1997-09-19,L.A. Confidential,7.788,4529
"[35, 80]",11185,en,"A murder takes place in the shop of David Lyons, a deaf man who fails to hear the gunshot being fired. Outside, blind man Wally Karue hears the shot but cannot see the perpetrator. Both are arrested, but escape to form an unlikely partnership. Being chased by both the law AND the original killers, can the pair work together to outwit them all?",22.483,1989-05-12,"See No Evil, Hear No Evil",6.714,883
"[16, 10751]",513386,zh,"A cat named Blanket has long been living in a high-rise apartment in the city with his son, Cloak. One day, curious about the outside world, Cloak decides to leave home and embarks on an adventure to find the legendary cat's paradise. To find his son, Blanket must overcome his fear and reconcile with his past, with the help of a female Macaw.",22.482,2018-04-05,Cats,6.75,112
[99],1178337,de,"This making-of shows the shooting of the short film ""Daemonium"".",22.48,2023-11-19,Daemonium: The Making-of,0.0,0
"[16, 12, 14, 10751]",42949,en,"Maltazard, the Evil M, is now 7 feet tall and evolving among the humans, causing terror wherever he goes. His goal is simple: forming an army of giant henchmen and ruling over the universe. Meanwhile, Arthur is still a Minimoy, and thus in a state where he's unable to fend him off. With the help of Selenia and Betameche, he hatches a plan to regain his usual size: all they must do is infiltrate Arthur's house through the pipeworks, catch an electric train from his bedroom to his grandfather's study and find an elixir that will make him grow back to his human size. Sounds simple enough, if it weren't for Darkos, Maltazard's own son, hot on their tails.",22.476,2010-08-22,Arthur 3: The War of the Two Worlds,5.778,1441
"[18, 10752]",86493,de,"In the last days of WW2, women are volunteering from all over Germany to serve in the front lines by having sex with the brave Nazi soldiers. But when they start having sex with each other, things get complicated. Especially with the increasing danger from the revengeful Soviet army!",22.471,1973-08-23,She Devils of the SS,5.056,45
"[10752, 18, 10749]",26648,it,"A concentration camp survivor discovers her former torturer and lover working as a porter at a hotel in postwar Vienna. When the couple attempt to re-create their sadomasochistic relationship, his former SS comrades begin to stalk them.",22.471,1974-04-03,The Night Porter,6.791,292
"[27, 878, 9648]",9276,en,"When some very creepy things start happening around school, the kids at Herrington High make the chilling discovery that their faculty is being controlled by body-snatching aliens.",22.471,1998-12-25,The Faculty,6.514,1796
"[27, 35, 53]",934207,en,"Cecilia is a successful social media influencer living the dream, until she runs into her ex-childhood best friend and is invited away on her bachelorette weekend. Suddenly, Sissy finds herself stuck in a remote cabin with her school bully... and a taste for revenge.",22.469,2022-11-03,Sissy,6.0,81
"[28, 12, 35]",9292,en,"Eddie Hawkins, called Hudson Hawk has just been released from ten years of prison and is planning to spend the rest of his life honestly. But then the crazy Mayflower couple blackmail him to steal some of the works of Leonardo da Vinci. If he refuses, they threaten to kill his friend Tommy.",22.468,1991-05-23,Hudson Hawk,5.654,900
"[35, 18]",118379,cn,"Sing's last two films were flops, but he is given the helm on a Category III sex film and has to cope with a leading lady who won't do nude scenes, Triad backers, and a crumbling relationship with his girlfriend.",22.465,1996-11-28,Viva Erotica,6.48,25
"[28, 878]",12636,ja,"JSDF pilot Akane has a fateful encounter when a new Godzilla emerges in Tateyama. As a countermeasure, a cyborg named Kiryu is constructed from the remains of the original. The machine is discovered to harbor the restless soul of the original monster as Akane must learn to find value in her own life as well.",22.464,2002-11-02,Godzilla Against MechaGodzilla,7.36,182
"[35, 10749, 18]",9870,en,"When Sarah Marshall dumps aspiring musician Peter Bretter for rock star Aldous Snow, Peter's world comes crashing down. His best friend suggests that Peter should get away from everything and to fly off to Hawaii to escape all his problems. After arriving in Hawaii and meeting the beautiful Rachel Jansen, Peter is shocked to see not only Aldous Snow in Hawaii, but also Sarah Marshall.",22.463,2008-04-17,Forgetting Sarah Marshall,6.485,3160
"[16, 10751, 14]",378112,es,"In the Mexican town of Santa Clara, Salma, a 16 year-old orphan who never got to meet her biological parents, has spent most of her life searching for clues of their identities and whereabouts, that is until she discovers a special book that is filled with stories of the town's past and the history of it's people.",22.462,2019-10-24,Salma's Big Wish,6.823,130
"[27, 9648]",960875,es,"After a couple finds a traumatized child of unknown origins, wife Paula must decipher the girl's strange behaviors to unlock her identity and dark past.",22.461,2022-09-09,The Chalk Line,6.41,277
"[10752, 53, 18]",405775,en,An American sniper and his spotter engage in a deadly cat-and-mouse game with an Iraqi sniper.,22.459,2017-05-12,The Wall,6.351,845
"[18, 36]",4518,en,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.",22.459,1998-09-13,Elizabeth,7.174,1287
"[14, 27]",26515,en,"After a tragic accident, a man conjures up a towering, vengeful demon called Pumpkinhead to destroy a group of unsuspecting teenagers.",22.456,1988-06-09,Pumpkinhead,6.3,409
"[18, 10749]",14811,en,"In a small Jewish community in a pre-Revolutionary Russian village, a poor milkman, determined to find good husbands for his five daughters, consults the traditional matchmaker – and also has words with God.",22.456,1971-11-03,Fiddler on the Roof,7.7,509
"[28, 18, 36]",365222,cn,"When a band of brutal gangsters led by a crooked property developer make a play to take over the city, Master Ip is forced to take a stand.",22.385,2015-12-24,Ip Man 3,7.01,1579
"[35, 10749]",763152,es,Multiple stories about the oscillating world of couple relationships and how difficult it can be to separate sex from love.,24.88,2021-07-30,More the Merrier,6.749,404
"[27, 99]",800597,en,"The shocking finale of the titular trilogy, which features graphic footage of the macabre and grotesque as directed by Brazilian filmmaker Lázaro Hahn.",22.383,2012-12-21,Registros Fatais 3: Apocalypse,2.0,1
"[28, 35, 53, 9648]",270774,en,A detective from Hong Kong teams up with an American gambler to battle against a notorious Chinese criminal.,22.613,2016-07-21,Skiptrace,5.678,623
[53],825808,en,"When blind former skier Sophie cat-sits in a secluded mansion, three thieves invade for the hidden safe. Sophie's only defense is army veteran Kelly, who she meets on the See For Me app. Kelly helps Sophie defend herself against the invaders and survive.",22.379,2022-01-07,See for Me,6.009,164
